/* DATA DESCRIPTION:
Citation:	Isono, Dai; Yamamoto, Masanobu; Irino, Tomohisa; Oba, Tadamichi; Murayama, Masafumi; Nakamura, Toshio; Kawahata, Hodaka (2009): Sea surface alkenone temperatures in the midlatitude North Pacific (KR02-06 St. A MC, KR02-06 St. A GC, and MD01-2421) during the Holocene [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.841033, 
	In supplement to: Isono, D et al. (2009): The 1500-year climate oscillation in the midlatitude North Pacific during the Holocene. Geology, 37(7), 591-594, https://doi.org/10.1130/G25667A.1
Coverage:	LATITUDE: 36.033000 * LONGITUDE: 141.783000
	MINIMUM ELEVATION: -2224.0 m * MAXIMUM ELEVATION: -2224.0 m
Event(s):	MD01-2421_composite * LATITUDE: 36.033000 * LONGITUDE: 141.783000 * ELEVATION: -2224.0 m * LOCATION: Northwest Pacific Atolls and Guyots * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: Composite core of KR02-06 St. A MC, KR02-06 St. A GC (R/VKairei), and MD01-2421 (R/V Marion Dufresne)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Yamamoto, Masanobu (https://orcid.org/0000-0003-1312-825X, myama@ees.hokudai.ac.jp) * METHOD/DEVICE: SST calculated from alkenones
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	209 data points
*/
Age [ka BP]	SST (1-12) [°C]
-0.041	17.515
-0.019	17.420
0.003	17.096
0.025	17.218
0.047	17.240
0.069	17.294
0.091	17.334
0.114	17.112
0.136	17.323
0.158	17.072
0.180	16.964
0.202	17.446
0.224	17.572
0.246	17.615
0.268	17.212
0.290	17.662
0.312	17.469
0.334	17.710
0.356	16.563
0.378	17.577
0.401	17.071
0.423	17.364
0.445	17.797
0.467	17.671
0.489	17.810
0.511	18.076
0.533	17.761
0.555	18.251
0.577	18.052
0.599	17.748
0.610	17.734
0.636	17.703
0.662	18.001
0.715	18.189
0.741	17.962
0.767	18.285
0.819	18.368
0.846	18.077
0.872	17.982
0.898	17.886
0.924	18.416
0.951	18.202
0.977	18.456
1.003	17.965
1.029	18.310
1.056	18.090
1.082	18.181
1.108	17.439
1.134	17.824
1.161	17.838
1.187	18.443
1.213	18.244
1.245	17.867
1.278	18.199
1.310	18.333
1.342	17.714
1.375	18.275
1.407	17.754
1.472	17.525
1.504	17.586
1.536	18.010
1.569	17.944
1.601	17.667
1.633	18.506
1.665	18.616
1.698	18.254
1.730	18.334
1.762	18.333
1.795	18.344
1.827	18.179
1.859	17.538
1.892	18.157
1.924	17.853
1.956	17.631
1.989	17.068
2.021	18.171
2.053	18.288
2.118	17.713
2.183	17.889
2.247	18.500
2.312	19.072
2.377	18.672
2.441	18.900
2.506	19.240
2.570	19.184
2.635	19.058
2.700	18.625
2.764	18.656
2.829	18.588
2.902	18.712
2.975	18.987
3.049	18.696
3.122	18.495
3.195	18.844
3.268	18.905
3.341	19.021
3.415	18.751
3.488	19.374
3.561	19.160
3.634	19.760
3.707	19.007
3.781	19.397
3.854	19.117
3.927	19.650
4.000	19.415
4.073	19.903
4.147	19.462
4.220	19.584
4.293	19.456
4.366	19.691
4.439	18.818
4.513	19.547
4.586	18.762
4.739	19.109
4.819	19.546
4.898	19.106
5.058	19.510
5.138	19.282
5.217	19.036
5.297	20.062
5.377	19.676
5.457	19.891
5.536	19.355
5.616	20.989
5.696	19.642
5.776	19.940
5.855	19.733
5.935	19.970
6.015	20.204
6.095	19.743
6.174	20.308
6.254	20.367
6.334	20.632
6.414	20.217
6.493	20.368
6.573	20.658
6.653	20.109
6.733	20.689
6.813	20.583
6.892	20.271
6.972	20.746
7.052	20.597
7.132	20.308
7.215	21.383
7.383	20.533
7.443	20.319
7.528	20.713
7.615	20.687
7.706	20.486
7.797	20.668
7.887	21.062
7.977	20.648
8.156	21.127
8.245	20.187
8.334	20.522
8.509	19.228
8.591	19.952
8.674	20.262
8.837	19.655
8.918	20.043
9.079	19.345
9.162	19.238
9.355	19.748
9.632	19.332
9.911	19.926
10.195	18.294
10.339	18.088
10.407	19.852
10.477	19.882
10.547	18.816
10.617	18.288
10.686	18.715
10.756	18.116
10.826	17.104
10.896	16.836
10.967	17.643
11.038	17.954
11.109	16.129
11.180	16.607
11.250	16.721
11.319	15.810
11.389	15.606
11.458	15.863
11.527	14.693
11.596	15.411
11.665	15.438
11.734	15.978
11.803	13.954
11.872	15.167
12.010	15.129
12.325	13.291
12.432	13.591
12.648	14.418
12.757	12.994
12.977	14.434
13.210	14.118
13.446	15.203
13.565	15.782
13.683	15.913
13.801	16.381
13.917	15.804
14.150	16.137
14.378	16.067
14.603	15.153
14.836	14.812
15.071	14.874
15.303	15.063
15.533	15.024
16.003	15.961
